playoff,year,tmID,home_win_pct,away_win_pct,conf_win_rate,scoring_efficiency,reb_efficiency,defensive_pts_efficiency,def_reb_efficiency,off_reb_efficiency,ast_to_ratio,steals_per_game,blocks_per_game
Y,7,HOU,0.7058823529411765,0.35294117647058826,0.55,1.1949475691134415,0.5362249761677789,72.02941176470588,0.503584229390681,0.5362249761677789,0.9399293286219081,7.411764705882353,2.4705882352941178
N,8,HOU,0.4117647058823529,0.35294117647058826,0.45454545454545453,1.1679851093531874,0.5323406235458352,77.29411764705883,0.4853881278538813,0.5323406235458352,0.8815165876777251,8.5,3.2058823529411766
N,9,HOU,0.7647058823529411,0.23529411764705882,0.5,1.1572525982828739,0.5327609579755987,76.6470588235294,0.49954254345837146,0.5327609579755987,0.9282136894824707,8.676470588235293,3.5294117647058822
N,1,IND,0.3125,0.25,0.3333333333333333,1.2040261153427638,0.5070729053318824,71.5625,0.5107066381156317,0.5070729053318824,0.9671814671814671,8.46875,3.9375
N,2,IND,0.4375,0.1875,0.3333333333333333,1.1816684961580681,0.513172338090011,70.28125,0.5086887835703001,0.513172338090011,0.9327902240325866,7.5625,3.6875
Y,3,IND,0.625,0.375,0.5714285714285714,1.149041095890411,0.5194520547945205,66.53125,0.5129334067143644,0.5194520547945205,1.0205479452054795,8.375,3.125
N,4,IND,0.6470588235294118,0.29411764705882354,0.5,1.1621084037792144,0.49129786176031826,68.26470588235294,0.5167714884696016,0.49129786176031826,1.1371308016877637,8.794117647058824,3.5588235294117645
N,5,IND,0.5882352941176471,0.29411764705882354,0.4,1.092988562904028,0.5474888115365489,66.02941176470588,0.5195710455764075,0.5474888115365489,1.1419753086419753,7.676470588235294,3.9411764705882355
Y,6,IND,0.8235294117647058,0.4117647058823529,0.7,1.1082737487231868,0.5168539325842697,62.73529411764706,0.5506117908787542,0.5168539325842697,1.0335429769392033,9.882352941176471,2.7941176470588234
Y,7,IND,0.7058823529411765,0.5294117647058824,0.6,1.1357276119402986,0.5102611940298507,68.11764705882354,0.5193343122858541,0.5102611940298507,0.9488636363636364,10.411764705882353,2.735294117647059
Y,8,IND,0.7058823529411765,0.5294117647058824,0.6,1.1444393170281495,0.5320719889247808,69.70588235294117,0.531021897810219,0.5320719889247808,0.8675721561969439,9.058823529411764,4.0
Y,9,IND,0.6470588235294118,0.35294117647058826,0.6,1.1349242771913721,0.5172097292335934,72.26470588235294,0.5505406676069582,0.5172097292335934,0.8547008547008547,9.529411764705882,4.852941176470588
Y,10,IND,0.8235294117647058,0.47058823529411764,0.7727272727272727,1.178119349005425,0.5072332730560579,73.55882352941177,0.5509915014164306,0.5072332730560579,0.992467043314501,10.970588235294118,3.4411764705882355
Y,1,LAS,0.9375,0.8125,0.8095238095238095,1.2356850715746421,0.5577709611451943,67.78125,0.49821701477330615,0.5577709611451943,1.257510729613734,8.46875,4.875
Y,2,LAS,1.0,0.75,0.9047619047619048,1.2018709995076318,0.5440669620876416,67.6875,0.46397984886649873,0.5440669620876416,1.360730593607306,8.78125,4.3125
Y,3,LAS,0.75,0.8125,0.8095238095238095,1.2247752247752248,0.570929070929071,69.84375,0.47009803921568627,0.570929070929071,1.127659574468085,8.03125,5.03125
Y,4,LAS,0.6470588235294118,0.7647058823529411,0.7083333333333334,1.1677570093457943,0.5369158878504673,71.52941176470588,0.5146716348393107,0.5369158878504673,1.248936170212766,7.117647058823529,4.735294117647059
Y,5,LAS,0.8823529411764706,0.5882352941176471,0.7272727272727273,1.2058965683905267,0.541807636539391,69.44117647058823,0.5088305489260143,0.541807636539391,1.1833648393194707,7.705882352941177,4.352941176470588
Y,6,LAS,0.6470588235294118,0.35294117647058826,0.5454545454545454,1.139079333986288,0.49167482859941236,68.97058823529412,0.5324808184143223,0.49167482859941236,1.1199186991869918,7.764705882352941,4.0
Y,7,LAS,0.8823529411764706,0.5882352941176471,0.75,1.173120728929385,0.5476082004555809,72.82352941176471,0.49542124542124544,0.5476082004555809,1.142322097378277,8.705882352941176,3.7941176470588234
N,8,LAS,0.29411764705882354,0.29411764705882354,0.2727272727272727,1.0989154013015185,0.49414316702819955,79.6470588235294,0.533001808318264,0.49414316702819955,0.9702276707530648,7.205882352941177,3.1470588235294117
Y,9,LAS,0.7058823529411765,0.47058823529411764,0.6,1.155693950177936,0.5702846975088968,74.20588235294117,0.48787878787878786,0.5702846975088968,1.0082236842105263,7.382352941176471,6.352941176470588
Y,10,LAS,0.6470588235294118,0.4117647058823529,0.55,1.118816254416961,0.5512367491166078,73.47058823529412,0.46419098143236076,0.5512367491166078,1.033450704225352,6.382352941176471,4.882352941176471
N,1,MIA,0.5625,0.25,0.42857142857142855,1.032130777903044,0.5411499436302142,62.53125,0.5507159904534606,0.5411499436302142,0.7919847328244275,8.5,2.75
Y,2,MIA,0.625,0.625,0.6666666666666666,1.0717415115005477,0.5164293537787513,59.3125,0.5611594202898551,0.5164293537787513,1.0424107142857142,9.375,4.78125
N,3,MIA,0.5625,0.375,0.5238095238095238,1.1023706896551724,0.4682112068965517,65.25,0.5638792102206737,0.4682112068965517,1.0942528735632184,8.5625,3.0
N,1,MIN,0.5,0.4375,0.23809523809523808,1.1977061714909885,0.4751501911523758,68.375,0.555745164960182,0.4751501911523758,0.9959758551307847,7.40625,1.96875
N,2,MIN,0.375,0.375,0.42857142857142855,1.1475138121546962,0.5530386740331492,67.375,0.527244421380384,0.5530386740331492,0.8619329388560157,6.5625,3.96875
N,3,MIN,0.4375,0.1875,0.2857142857142857,1.1284507042253522,0.540281690140845,65.75,0.5058107360265633,0.540281690140845,0.8809073724007561,7.0625,3.1875
Y,4,MIN,0.6470588235294118,0.4117647058823529,0.5833333333333334,1.2032355915065722,0.5455005055611729,69.70588235294117,0.4784712143202709,0.5455005055611729,1.039426523297491,7.117647058823529,2.9705882352941178
Y,5,MIN,0.6470588235294118,0.4117647058823529,0.5454545454545454,1.1394736842105264,0.5557894736842105,64.41176470588235,0.5253549695740365,0.5557894736842105,0.8580750407830342,7.5588235294117645,4.088235294117647
N,6,MIN,0.6470588235294118,0.17647058823529413,0.4090909090909091,1.1361767728674204,0.5267214799588901,67.29411764705883,0.5225359088657752,0.5267214799588901,0.9906716417910447,7.588235294117647,3.735294117647059
N,7,MIN,0.47058823529411764,0.11764705882352941,0.3,1.141112618724559,0.5174129353233831,80.44117647058823,0.5203111495246326,0.5174129353233831,0.9264150943396227,5.676470588235294,3.323529411764706
N,8,MIN,0.4117647058823529,0.17647058823529413,0.36363636363636365,1.1193205944798301,0.5019108280254777,80.94117647058823,0.5093394077448747,0.5019108280254777,1.0623885918003566,7.0,2.7941176470588234
N,9,MIN,0.5294117647058824,0.4117647058823529,0.4,1.2014763352149371,0.49717759444203213,80.02941176470588,0.5459459459459459,0.49717759444203213,1.180084745762712,9.088235294117647,3.8529411764705883
N,10,MIN,0.5294117647058824,0.29411764705882354,0.35,1.2100132919805051,0.4816127603012849,83.1470588235294,0.5154867256637168,0.4816127603012849,0.9922027290448343,8.852941176470589,3.764705882352941
Y,1,NYL,0.75,0.5,0.6666666666666666,1.1834710743801653,0.5179063360881543,63.59375,0.530735455543359,0.5179063360881543,1.0063291139240507,7.6875,3.1875
Y,2,NYL,0.8125,0.5,0.6190476190476191,1.1827133479212253,0.50054704595186,65.0625,0.5588402501421262,0.50054704595186,1.265446224256293,8.28125,2.5625
Y,3,NYL,0.625,0.5,0.5238095238095238,1.200574712643678,0.5,62.96875,0.5545297172533179,0.5,1.0829694323144106,8.15625,3.125
N,4,NYL,0.6470588235294118,0.29411764705882354,0.4583333333333333,1.1664066562662507,0.49765990639625585,66.3529411764706,0.5421133231240429,0.49765990639625585,1.1212765957446809,7.705882352941177,3.764705882352941
Y,5,NYL,0.6470588235294118,0.4117647058823529,0.5,1.165631469979296,0.5196687370600414,67.55882352941177,0.5252862595419847,0.5196687370600414,1.065217391304348,6.147058823529412,3.6470588235294117
Y,6,NYL,0.5882352941176471,0.47058823529411764,0.45,1.2451612903225806,0.5236559139784946,67.20588235294117,0.5119284294234593,0.5236559139784946,1.077922077922078,6.294117647058823,3.2941176470588234
N,7,NYL,0.4117647058823529,0.23529411764705882,0.35,1.1464475592073466,0.4934751087481875,78.11764705882354,0.5448211797491872,0.4934751087481875,0.8246527777777778,7.411764705882353,3.2941176470588234
Y,8,NYL,0.5882352941176471,0.35294117647058826,0.5,1.156205079060853,0.515093435553426,73.55882352941177,0.5465587044534413,0.515093435553426,0.8169934640522876,8.5,3.2058823529411766
Y,9,NYL,0.6470588235294118,0.47058823529411764,0.55,1.186808118081181,0.5096863468634686,74.6470588235294,0.5432269995376792,0.5096863468634686,1.0073126142595978,8.529411764705882,3.4411764705882355
N,10,NYL,0.47058823529411764,0.29411764705882354,0.4090909090909091,1.1586715867158672,0.49907749077490776,74.55882352941177,0.5572554473806213,0.49907749077490776,0.9686924493554327,8.117647058823529,3.5588235294117645
Y,1,ORL,0.6875,0.3125,0.6190476190476191,1.1554160125588697,0.4840397697540555,69.78125,0.5178207739307535,0.4840397697540555,0.9732510288065843,7.96875,4.0625
N,2,ORL,0.625,0.1875,0.42857142857142855,1.1180773249738767,0.5067920585161965,68.90625,0.5324959038776624,0.5067920585161965,0.849624060150376,10.0,3.90625
N,3,ORL,0.625,0.375,0.6190476190476191,1.1776384535005224,0.4780564263322884,70.46875,0.5617615467239527,0.4780564263322884,0.9780701754385965,9.21875,3.53125
Y,1,PHO,0.6875,0.5625,0.5238095238095238,1.2461111111111112,0.49666666666666665,65.6875,0.5300875273522976,0.49666666666666665,1.083916083916084,8.90625,2.84375
N,2,PHO,0.625,0.1875,0.38095238095238093,1.0897571277719114,0.49736008447729674,67.78125,0.5449260042283298,0.49736008447729674,0.9903660886319846,9.125,4.3125
N,3,PHO,0.625,0.0625,0.3333333333333333,1.1069348861831656,0.4859714134462679,71.59375,0.5352941176470588,0.4859714134462679,0.8522954091816367,8.34375,2.9375
N,4,PHO,0.35294117647058826,0.11764705882352941,0.20833333333333334,1.0009546539379475,0.477326968973747,66.76470588235294,0.5966791644349223,0.477326968973747,0.9624217118997912,9.117647058823529,3.264705882352941
N,5,PHO,0.5882352941176471,0.4117647058823529,0.5,1.1966701352757545,0.47658688865764826,65.73529411764706,0.5528455284552846,0.47658688865764826,1.0797413793103448,8.294117647058824,4.029411764705882
N,6,PHO,0.6470588235294118,0.29411764705882354,0.5454545454545454,1.1840521564694082,0.5325977933801405,69.23529411764706,0.5137982940291018,0.5325977933801405,1.0618955512572534,7.147058823529412,5.264705882352941
N,7,PHO,0.5882352941176471,0.47058823529411764,0.4,1.2161051766639277,0.4704190632703369,84.67647058823529,0.5436440677966101,0.4704190632703369,1.4479638009049773,8.088235294117647,3.735294117647059
Y,8,PHO,0.7058823529411765,0.6470588235294118,0.7727272727272727,1.25051674245556,0.47622984704423316,85.41176470588235,0.55027711797308,0.47622984704423316,1.4053497942386832,8.382352941176471,4.676470588235294
N,9,PHO,0.5882352941176471,0.35294117647058826,0.4,1.2112676056338028,0.49336016096579477,88.5,0.5276422764227642,0.49336016096579477,1.1451942740286298,6.823529411764706,4.588235294117647
Y,10,PHO,0.7058823529411765,0.6470588235294118,0.65,1.2860635696821516,0.4849225753871231,89.1470588235294,0.4976762199845081,0.4849225753871231,1.25,6.617647058823529,5.323529411764706
N,1,POR,0.375,0.25,0.19047619047619047,1.1788840262582057,0.5120350109409191,71.96875,0.5159718462371413,0.5120350109409191,0.8094435075885329,8.28125,2.90625
N,2,POR,0.375,0.3125,0.23809523809523808,1.1041776837652035,0.5267054468535166,68.8125,0.5689300411522634,0.5267054468535166,0.902,7.625,3.3125
N,3,POR,0.5625,0.4375,0.38095238095238093,1.1250640697078422,0.4859046642747309,69.59375,0.5368700265251989,0.4859046642747309,0.9979716024340771,7.46875,3.75
Y,1,SAC,0.8125,0.5,0.6190476190476191,1.1756146512794783,0.520822880080281,68.0,0.49582898852971846,0.520822880080281,1.237991266375546,10.375,4.90625
Y,2,SAC,0.75,0.5,0.6190476190476191,1.1621073961499493,0.5557244174265451,66.84375,0.5017473789316026,0.5557244174265451,1.1295546558704452,8.625,4.9375
N,3,SAC,0.625,0.25,0.38095238095238093,1.113624678663239,0.4879177377892031,71.6875,0.5529835390946503,0.4879177377892031,1.0964912280701755,7.71875,3.40625
Y,4,SAC,0.7058823529411765,0.4117647058823529,0.5416666666666666,1.091124822021832,0.50640721404841,65.17647058823529,0.5504771471622301,0.50640721404841,1.2321041214750543,8.735294117647058,3.588235294117647
Y,5,SAC,0.5882352941176471,0.47058823529411764,0.5454545454545454,1.1158301158301158,0.4942084942084942,65.91176470588235,0.5267094017094017,0.4942084942084942,1.0701030927835051,9.235294117647058,3.4705882352941178
Y,6,SAC,0.8823529411764706,0.5882352941176471,0.7727272727272727,1.1727089627391742,0.5251762336354482,61.55882352941177,0.5304443225452551,0.5251762336354482,1.054,8.941176470588236,3.176470588235294
Y,7,SAC,0.8235294117647058,0.4117647058823529,0.5,1.1584474885844749,0.5196347031963471,70.70588235294117,0.5042058386937159,0.5196347031963471,0.9391143911439115,9.705882352941176,2.588235294117647
Y,8,SAC,0.7058823529411765,0.4117647058823529,0.5454545454545454,1.1413730803974707,0.530713640469738,72.94117647058823,0.49303219605958676,0.530713640469738,0.8788870703764321,9.558823529411764,2.9705882352941178
Y,9,SAC,0.7647058823529411,0.29411764705882354,0.45,1.1787864752200092,0.5136637332098194,75.61764705882354,0.5051691729323309,0.5136637332098194,0.8071672354948806,9.382352941176471,2.264705882352941
N,10,SAC,0.4117647058823529,0.29411764705882354,0.3,1.1896080218778486,0.5259799453053783,79.11764705882354,0.46285457001350744,0.5259799453053783,0.9246575342465754,8.5,2.8823529411764706
N,4,SAS,0.5294117647058824,0.17647058823529413,0.4166666666666667,1.071083172147002,0.5536750483558994,71.38235294117646,0.5386029411764706,0.5536750483558994,0.834307992202729,5.5,4.911764705882353
N,5,SAS,0.35294117647058826,0.17647058823529413,0.2727272727272727,1.129381443298969,0.5170103092783506,69.52941176470588,0.5162256615077384,0.5170103092783506,0.9610136452241715,8.0,3.1176470588235294
N,6,SAS,0.29411764705882354,0.11764705882352941,0.13636363636363635,1.1680305510092743,0.5160938352427714,70.61764705882354,0.5123846527440505,0.5160938352427714,0.8093457943925234,5.735294117647059,2.6470588235294117
N,7,SAS,0.35294117647058826,0.4117647058823529,0.5,1.1188470066518847,0.517960088691796,76.55882352941177,0.5468611847922192,0.517960088691796,1.1065573770491803,7.235294117647059,2.4411764705882355
Y,8,SAS,0.5294117647058824,0.6470588235294118,0.5909090909090909,1.1567095588235294,0.49954044117647056,73.05882352941177,0.5315568022440392,0.49954044117647056,1.0161290322580645,8.323529411764707,3.823529411764706
Y,9,SAS,0.8823529411764706,0.5294117647058824,0.5,1.2240384615384616,0.5254807692307693,71.11764705882354,0.5310435931307794,0.5254807692307693,1.1447619047619049,8.0,4.411764705882353
Y,10,SAS,0.5882352941176471,0.29411764705882354,0.5,1.1940639269406392,0.47899543378995435,78.26470588235294,0.5212812637121544,0.47899543378995435,1.174852652259332,7.5588235294117645,3.411764705882353
N,1,SEA,0.25,0.125,0.19047619047619047,1.047126436781609,0.4557471264367816,67.84375,0.5862870424171993,0.4557471264367816,0.7428571428571429,7.96875,2.90625
N,2,SEA,0.3125,0.3125,0.2857142857142857,1.0549148819330039,0.48929159802306427,64.0,0.6011428571428571,0.48929159802306427,0.9559164733178654,8.53125,3.96875
Y,3,SEA,0.625,0.4375,0.47619047619047616,1.1232032854209446,0.5107802874743327,65.71875,0.533003300330033,0.5107802874743327,1.0775681341719077,8.8125,4.71875
N,4,SEA,0.7647058823529411,0.29411764705882354,0.4583333333333333,1.1677261613691932,0.5251833740831295,66.88235294117646,0.510544384502207,0.5251833740831295,1.178494623655914,6.823529411764706,4.0588235294117645
Y,5,SEA,0.7647058823529411,0.4117647058823529,0.5909090909090909,1.2034567901234567,0.522962962962963,66.58823529411765,0.4937154348919055,0.522962962962963,1.1062124248496994,8.882352941176471,3.8529411764705883
Y,6,SEA,0.8235294117647058,0.35294117647058826,0.5909090909090909,1.2090997095837366,0.531945788964182,70.79411764705883,0.47156726768377255,0.531945788964182,1.0077519379844961,5.911764705882353,4.647058823529412
Y,7,SEA,0.5294117647058824,0.5294117647058824,0.5,1.2448210922787193,0.5404896421845574,75.73529411764706,0.4648331830477908,0.5404896421845574,0.9017543859649123,6.823529411764706,3.735294117647059
Y,8,SEA,0.7058823529411765,0.29411764705882354,0.5,1.23710407239819,0.5266968325791855,77.8529411764706,0.4713485566566135,0.5266968325791855,1.0,7.117647058823529,4.4411764705882355
Y,9,SEA,0.9411764705882353,0.35294117647058826,0.65,1.1803977272727273,0.5501893939393939,70.76470588235294,0.5046210720887245,0.5501893939393939,1.0076045627376427,7.911764705882353,4.117647058823529
Y,10,SEA,0.7647058823529411,0.4117647058823529,0.65,1.2022684310018903,0.5217391304347826,72.82352941176471,0.5013953488372093,0.5217391304347826,0.9657657657657658,8.117647058823529,4.411764705882353
N,1,UTA,0.75,0.375,0.6190476190476191,1.2726793248945147,0.569620253164557,75.21875,0.4638492871690428,0.569620253164557,0.9595588235294118,6.6875,4.90625
Y,2,UTA,0.5625,0.625,0.5238095238095238,1.1936181719848566,0.578691184424013,68.5,0.49291497975708504,0.578691184424013,1.0628803245436105,6.3125,4.875
Y,3,UTA,0.75,0.5,0.5714285714285714,1.2653061224489797,0.5588697017268446,73.25,0.4866956942428641,0.5588697017268446,0.9157088122605364,7.125,5.5625
Y,1,WAS,0.4375,0.4375,0.6190476190476191,1.2002206287920574,0.5217870932156646,69.40625,0.48586666666666667,0.5217870932156646,1.0296442687747036,7.65625,3.9375
N,2,WAS,0.5,0.125,0.19047619047619047,1.0067885117493474,0.5509138381201044,64.84375,0.5491002570694088,0.5509138381201044,0.8565656565656565,8.03125,3.96875
Y,3,WAS,0.5625,0.5,0.5714285714285714,1.117801047120419,0.543455497382199,66.125,0.5197057277982133,0.543455497382199,1.134065934065934,6.90625,2.9375
N,4,WAS,0.17647058823529413,0.35294117647058826,0.2916666666666667,1.063441350981287,0.4952076677316294,73.47058823529412,0.5484505656665027,0.4952076677316294,1.2294372294372293,6.264705882352941,2.911764705882353
Y,5,WAS,0.6470588235294118,0.35294117647058826,0.45,1.1135057471264367,0.5090996168582376,70.11764705882354,0.5494287133631396,0.5090996168582376,1.1014150943396226,7.5,3.764705882352941
N,6,WAS,0.5882352941176471,0.35294117647058826,0.45,1.1498983739837398,0.4791666666666667,67.79411764705883,0.5470085470085471,0.4791666666666667,1.1885057471264369,7.647058823529412,2.235294117647059
Y,7,WAS,0.7647058823529411,0.29411764705882354,0.6,1.2492041837198726,0.5002273760800364,78.1470588235294,0.49524262607040914,0.5002273760800364,1.064695009242144,9.0,3.323529411764706
N,8,WAS,0.47058823529411764,0.47058823529411764,0.4,1.1912442396313363,0.5152073732718894,77.61764705882354,0.5451263537906137,0.5152073732718894,0.8266199649737302,8.294117647058824,3.911764705882353
N,9,WAS,0.35294117647058826,0.23529411764705882,0.3,1.1112153918348193,0.5312060065696856,76.5,0.521469465648855,0.5312060065696856,0.7582417582417582,7.088235294117647,2.735294117647059
Y,10,WAS,0.6470588235294118,0.29411764705882354,0.45454545454545453,1.1723356009070294,0.5401360544217687,77.11764705882354,0.5086996336996337,0.5401360544217687,0.7462932454695222,9.235294117647058,3.4705882352941178
